gross_perforated_length,total_proppant,total_fluid,true_vertical_depth,ffs_frac_type,proppant_intensity,frac_fluid_intensity,proppant_to_frac_fluid_ratio,frac_fluid_to_proppant_ratio,bin_lateral_length,relative_well_position,well_family_relationship,frac_seasoning,OilPeakRate,dist-x,dist-y,bottom-dist
5265.748031,388285.7143,1673907.259,8840.13835388412,Crosslink Only,73.73799733,317.8859393,0.231963696,4.311019431,1.0,Standalone Well,Standalone Well,23.0,148.2833563,6023.465000000084,848.2958000000799,5280.950881717948
3668.307087,151000.0,995509.7969,9655.511811,Slickwater Crosslink Hybrid,41.16340220000001,271.3812594,0.151681079,6.592780112000001,1.0,Standalone Well,Standalone Well,24.0,19.15357439,544.189000000013,3887.2168999999994,3374.8081075907426
3872.047244,26785.71429,136400.0211,6676.1811020000005,Undefined,6.917713705,35.22684836,0.196376174,5.092267455,1.0,Standalone Well,Standalone Well,33.1,201.107174,1549.8400000000838,4573.410000000033,3996.4444076885493
3937.007874,339428.5714,1590207.246,7830.708661,Slickwater Crosslink Hybrid,86.21485714,403.9126405,0.213449267,4.684954008,1.0,Standalone Well,Standalone Well,19.0,87.96804933,4546.608000000007,693.2690000000875,3697.136484303209
4118.110236,134017.7143,497730.9104,7822.834645999999,Crosslink Only,32.5434985,120.86391129999998,0.2692573669999999,3.713918813,1.0,Standalone Well,Standalone Well,24.0,64.32143853,4584.441000000108,915.0299000000814,4143.511034680866
4937.992126,45405.0,259470.0402,6698.818898,Crosslink Only,9.195032888,52.54565693,0.174991301,5.714569764,1.0,Outer Well,Sibling Well,28.9,232.3214645,5714.361999999732,498.1248000001069,4958.005514368703
2332.677165,64285.71429,172180.3005,6700.787402,Crosslink Only,27.55877034,73.81231446,0.373362772,2.678360229,1.3534311677459787,Outer Well,Sibling Well,33.1,134.892878,5619.581000000006,1748.5243999999948,4212.282185684562
1938.976378,138548.7143,1846747.786,3909.448819,Slickwater Crosslink Hybrid,71.45456534,952.4343911,0.075023084,13.32923077,1.3534311677459787,Standalone Well,Standalone Well,37.0,39.66667281,1027.7140000001527,5030.120500000077,3926.728314866758
3312.992126,99504.42857,409979.492,6596.456693,Undefined,30.03461064,123.74900890000002,0.242705868,4.120213521,1.0,Standalone Well,Standalone Well,29.0,163.5833586,3469.8310000000056,2669.9503999999724,2784.7549805798476
4450.787402,349714.2857,1594563.485,8230.314961,Slickwater Crosslink Hybrid,78.5735768,358.26548,0.219316627,4.5596178080000005,1.0,Standalone Well,Standalone Well,75.0,100.2143012,4511.023999999976,1193.8353000000352,4293.259526257644
4555.11811,219142.8571,727055.6601,7007.874016,Crosslink Only,48.10914928,159.6129107,0.30141139,3.317724655,1.0,Standalone Well,Standalone Well,21.0,274.16288260000005,4738.52500000014,869.6615999999922,4161.986816703892
3440.944882,82571.42857,601589.0455,6458.661417,Undefined,23.99673096,174.8325144,0.137255539,7.285680482,1.0,Outer Well,Sibling Well,21.8,49.80953152,167.30800000019372,4260.870499999961,3561.4581203553494
4192.913386,420428.5714,2058353.819,7217.519684999999,Slickwater Only,100.2712274,490.9125539,0.204254763,4.895846663,1.0,Outer Well,Infill Child Well,30.0,196.7500304,4823.8569999998435,475.60920000006445,4055.2881763921946
3923.228346,451393.6429,1919215.464,8500.984252,Undefined,115.0566837,489.1929029,0.23519696,4.251755633,1.0,Standalone Well,Standalone Well,9.0,184.6428857,4568.507999999914,768.9457000000402,3917.6945506267
3899.606299,448267.0,1895076.793,8627.952756,Undefined,114.9518607,485.9661842,0.236542921,4.227562576,1.0,Standalone Well,Standalone Well,6.0,223.8571775,4508.761999999988,595.4388000000035,3851.6172739831613
5592.519685,172857.1429,1204869.806,8153.543306999999,Slickwater Linear Hybrid,30.90863378,215.443105,0.143465412,6.970321189,1.0,Standalone Well,Standalone Well,56.0,237.1786081,4568.97900000005,664.4109000000171,5991.121505704656
3558.070866,82857.14286,624961.5729,6439.96063,Undefined,23.28709741,175.6461848,0.13257958,7.542639672999999,1.0,Outer Well,Sibling Well,38.0,45.89286425,648.3489999999292,4543.738400000031,3827.8590083711806
4038.385827000001,82428.57143,434882.0911,8609.251968999999,Undefined,20.41126702,107.6871081,0.189542345,5.2758659230000005,1.0,Standalone Well,Standalone Well,31.4,107.085334,705.0139999999665,4598.1385999999475,4048.134436447843
2817.913386,33384.07143,285140.9965,7134.84252,Slickwater Crosslink Hybrid,11.84708927,101.1887015,0.117079171,8.541228925,1.0,Outer Well,Sibling Well,18.0,1.845238381,198.96899999980815,3117.570799999987,2678.4594375247875
6152.559055,641000.0,2789292.598,7642.716535,Crosslink Only,104.1842905,453.354868,0.229807371,4.351470512,1.5,Outer Well,Sibling Well,38.0,196.5670939,6919.550799999968,1291.3055000000168,6198.200305974249
2591.535433,130131.7143,833969.51,7113.188976,Undefined,50.21413662,321.8051736,0.156038935,6.40865691,1.0,Outer Well,Sibling Well,19.0,6.864286777,477.0229999998119,3571.8192999999737,3393.7713893379732
4377.952756000001,159491.0,1070399.166,8344.488189,Undefined,36.4304982,244.4976511,0.149001424,6.711345252,1.0,Standalone Well,Standalone Well,32.5,109.5579535,5335.878000000259,778.8461999999126,4636.775259423248
3364.173228,79000.0,634667.8958,10479.33071,Undefined,23.48273844,188.6549392,0.124474549,8.033770833,1.0,Unknown,Unknown,32.0,22.74563844,803.6979999998584,4498.361499999999,92.42327851719494
3862.204724,285857.1429,504029.078,7261.811024,Slickwater Only,74.01397990000001,130.5029417,0.56714415,1.7632201630000002,1.0,Standalone Well,Standalone Well,23.0,113.9881129,4369.336000000127,1107.982500000042,3444.448696921471
7305.118109999999,149286.4286,1377578.2130000002,8817.913386,Undefined,20.43586788,188.5771308,0.10836875,9.227752491,1.5,Standalone Well,Standalone Well,30.9,29.64286173,7606.125,1041.3045999999158,7184.575470462834
4595.472441,124714.2857,458275.6543,8013.779528,Slickwater Crosslink Hybrid,27.13851238,99.72329508,0.272138143,3.67460433,1.0,Standalone Well,Standalone Well,35.0,55.14802441,4521.977000000188,1458.489600000088,4567.082946605631
4273.622047,117857.1429,448561.9504,8096.456693000001,Undefined,27.57781141,104.9606038,0.262744405,3.805980185,1.0,Outer Well,Sibling Well,23.0,68.77382017,4771.621000000043,61.773099999991246,4244.181292807078
4453.740157,342857.1429,1533393.094,8924.212598,Slickwater Crosslink Hybrid,76.98184688,344.2933445,0.22359377,4.472396525,1.0,Outer Well,Infill Child Well,34.0,137.5325213,4625.681000000099,679.3377000000328,4373.134784891381
3831.692913,117192.2143,441442.2826,7745.078740000001,Undefined,30.58497039,115.208158,0.265475735,3.766822611,1.0,Standalone Well,Standalone Well,40.1,241.45241830000003,872.9790000000503,4537.721900000004,4096.955107585404
3985.23622,115850.0714,469105.7274,7758.858268000001,Undefined,29.06981293,117.7108963,0.246959405,4.049248495,1.0,Outer Well,Sibling Well,36.2,64.92858148,596.9909999999218,4592.486199999927,3933.5822794516216
4355.314961,342857.1429,1573414.101,7999.015748000001,Slickwater Crosslink Hybrid,78.72154964,361.262989,0.2179064889999999,4.58912446,1.0,Outer Well,Infill Child Well,20.0,127.1775197,4836.000000000116,698.0977999999886,4229.061053174426
4145.669290999999,121571.4286,554233.5858,6916.338583,Crosslink Only,29.32492199,133.6897728,0.219350526,4.558913161,1.0,Outer Well,Infill Child Well,64.0,88.15477555,709.2509999999311,4759.478200000012,3994.7354962045156
3587.598425,136714.2857,510102.1266,8615.15748,Slickwater Crosslink Hybrid,38.107466200000005,142.18484519999998,0.268013558,3.731154531,1.0,Outer Well,Infill Child Well,58.0,88.96509313,686.1950000000652,4467.269100000034,3480.500491101975
4232.283465,462571.4286,2183779.838,10220.47244,Slickwater Only,109.29594679999998,515.9814686999999,0.211821458,4.720957031,1.0,Standalone Well,Standalone Well,12.0,210.5047945,4453.162000000011,675.7061000000685,4065.3851711442308
4164.370079,120041.2857,491236.4094,8106.299212999999,Crosslink Only,28.82579681,117.9617565,0.2443656119999999,4.092228823,1.0,Outer Well,Sibling Well,21.0,73.16985259,4805.787000000011,907.0262000000803,4129.017382747714
3791.338583,136000.0,1120445.721,10172.24409,Slickwater Linear Hybrid,35.87123572,295.5277395,0.121380266,8.238571477999999,1.0,Standalone Well,Standalone Well,23.0,240.2024181,4337.39000000013,613.5403999999398,3744.7543625894637
3922.244094,117714.2857,443604.5329,8767.716535,Undefined,30.01197347,113.0996751,0.265358618,3.76848511,1.0,Standalone Well,Standalone Well,32.7,127.7143055,738.438000000082,4518.839199999929,3751.5230752162834
3812.007874,148571.4286,539973.5836,8094.488189,Slickwater Crosslink Hybrid,38.97458596,141.6506999,0.275145735,3.634437582,1.0,Inner Well,Infill Child Well,7.0,288.4048065,643.5120000001043,4568.385300000082,3803.7207155159394
3875.0,128765.8571,631501.0977,6552.165354,Crosslink Only,33.22989862,162.9680252,0.2039044069999999,4.904258875,1.0,Outer Well,Sibling Well,32.0,125.7143052,653.847000000067,4645.457599999965,3921.5577635691548
4201.771654,135571.4286,507533.5547,7894.685039,Slickwater Crosslink Hybrid,32.26530134,120.7903705,0.2671181589999999,3.743661626,1.0,Outer Well,Infill Child Well,35.0,242.5279521,626.8610000000335,4663.09449999989,4128.912579025593
3964.566929,154627.87856399998,896830.5816300001,7799.212598,Undefined,38.050234882,226.04742770000001,0.2313344913,4.434783723349143,1.0,Outer Well,Sibling Well,25.0,71.60755076,4511.993999999948,970.7534999998752,3976.6762538591206
3979.330709,117714.2857,464422.8814,8727.362205,Slickwater Crosslink Hybrid,29.58142822,116.7087924,0.253463579,3.945340012,1.0,Outer Well,Sibling Well,28.0,202.5210631,658.7160000000149,4552.517399999895,3812.5139054263573
3959.645669,107571.4286,415323.6714,8690.944882,Slickwater Crosslink Hybrid,27.16693299,104.88910020000002,0.259006255,3.860910624,1.0,Outer Well,Infill Child Well,19.0,174.6190746,662.7260000000242,4554.84309999994,3900.908648949152
4303.149606,85791.07143,358532.0317,8539.370079,Slickwater Crosslink Hybrid,19.93680891,83.31851422,0.2392842589999999,4.179129898999999,1.0,Outer Well,Infill Child Well,31.0,89.07580744,4577.191999999806,488.78590000001714,3901.039902106485
7194.881890000001,201142.8571,1540464.0480000002,8606.299213,Slickwater Crosslink Hybrid,27.95638069,214.1055366,0.130572899,7.658557056,1.5,Outer Well,Sibling Well,70.0,155.0123256,7540.157000000123,1673.0707999999868,7310.574356517402
6994.094488,274373.6429,1519341.235,8995.07874,Slickwater Crosslink Hybrid,39.2293303,217.2320145,0.1805872419999999,5.537489751,1.5,Outer Well,Infill Child Well,65.0,80.47699658,7612.439999999944,1073.7934999999125,7019.281648160334
6958.661417,192160.8571,1925162.298,8603.346457,Undefined,27.61462954,276.6569865,0.099815406,10.0184935,1.5,Outer Well,Sibling Well,90.0,103.7393018,7699.137999999803,476.60840000002645,7126.711647211951
3419.291339,112807.5714,421486.7676,8130.905512,Undefined,32.99150621,123.2672872,0.267642024,3.736334027,1.0,Outer Well,Sibling Well,70.4,162.9285966,4585.308000000194,678.5482000000775,3904.9008132284544
3841.535433,131711.6429,1304108.202,9002.952756,Slickwater Crosslink Hybrid,34.28619758,339.4757707,0.100997481,9.901237078,1.0,Standalone Well,Standalone Well,31.0,80.02382191,4610.3559999999125,1291.9472999999998,4127.082726114291
4011.811024,135714.2857,503355.935,7756.889764,Slickwater Crosslink Hybrid,33.82868358,125.4685059,0.269618924,3.708938469,1.0,Outer Well,Infill Child Well,46.0,96.88731658,646.4399999999441,4573.218600000022,3959.484514115325
3273.622047,151205.0714,553622.8119,8128.937008,Undefined,46.1889214,169.1162889,0.273119294,3.661403726,1.0,Inner Well,Sibling Well,30.0,148.8984357,4178.429000000004,594.2652000000235,3552.3839307988706
4032.480315,119571.4286,1327834.277,10230.31496,Slickwater Linear Hybrid,29.65207992,329.28475110000005,0.090049964,11.10494616,1.0,Standalone Well,Standalone Well,22.0,260.8928975,4744.53199999989,366.9557999999961,3875.769505645126
4185.03937,109723.5,506736.0427,8134.84252,Crosslink Only,26.21803293,121.0827421,0.216529891,4.618300024,1.0,Inner Well,Sibling Well,65.0,69.19643928,4780.63599999994,675.2726999999722,3924.645336585082
4192.913386,120078.2143,489657.9924,8120.078740000001,Crosslink Only,28.63837223,116.7822818,0.245228744,4.077825402,1.0,Inner Well,Sibling Well,25.0,151.2976425,4784.7970000000205,722.5964000000386,4009.3320274766643
3915.354331000001,109857.1429,424336.9228,8738.188976000001,Slickwater Crosslink Hybrid,28.05803347,108.3776555,0.258891312,3.862624785,1.0,Standalone Well,Standalone Well,30.0,96.60438003,64.44999999995343,4591.090899999952,3970.8382920992203
4296.259843,531000.0,1538096.976,11428.14961,Slickwater Crosslink Hybrid,123.5958763,358.00836830000003,0.345231808,2.896604475,1.0,Inner Well,Infill Child Well,24.0,199.2143165,4675.023000000045,897.8991999999853,4081.2400271035476
4291.338583,458285.7143,2040615.173,10275.59055,Slickwater Crosslink Hybrid,106.7931848,475.519499,0.224582136,4.4527139060000005,1.0,Standalone Well,Standalone Well,26.0,180.8702661,4732.2660000000615,453.30550000001676,4275.034696383825
4367.125984,187571.4286,759108.1889,11509.84252,Slickwater Crosslink Hybrid,42.95077111,173.82328600000002,0.247094461,4.04703528,1.0,Standalone Well,Standalone Well,19.0,220.1000341,4614.921000000089,1286.0884999999544,4471.5339029747765
4130.905511999999,163428.5714,1363656.997,11422.24409,Slickwater Only,39.56240852,330.1109146,0.119845806,8.34405505,1.0,Standalone Well,Standalone Well,29.0,256.8308221,4524.26500000013,872.7260999999708,4098.787526271036
4491.141732,225000.0,1349012.816,11217.51969,Slickwater Only,50.09861933,300.371909,0.16678863,5.995612515,1.0,Unknown,Unknown,25.0,122.2381142,4748.872999999905,363.60269999993034,4400.08703875795
3972.440945,134697.4286,531250.0346,8097.440945,Crosslink Only,33.90797508,133.7339037,0.253548084,3.944025066,1.0,Inner Well,Sibling Well,37.0,40.67857772,4705.930999999866,657.7967000000644,3923.1816996768034
4306.102362,135714.2857,573903.0888,6932.086614,Crosslink Only,31.51673469,133.27669450000002,0.236475963,4.228759602,1.0,Outer Well,Infill Child Well,56.0,87.92858504,734.7679999999236,5167.7508999999845,4280.098617946556
3746.062992,121571.4286,527511.5816,6610.236220000001,Undefined,32.45311914,140.81759509999998,0.230462103,4.339108192,1.0,Standalone Well,Standalone Well,67.0,187.2738385,716.1309999998193,4561.440999999992,3714.2913019320677
3977.362205,187739.9286,1140660.677,7500.984251999999,Slickwater Only,47.20212013,286.7882325,0.164588762,6.075748964,1.0,Standalone Well,Standalone Well,36.0,203.9111427,642.0209999999497,4536.002199999988,3888.0397663288804
4317.913386,193714.2857,1208187.544,8824.80315,Slickwater Crosslink Hybrid,44.86293920000001,279.8081935,0.1603346159999999,6.236956349,1.0,Standalone Well,Standalone Well,12.0,29.36905216,4643.5620000000345,351.5304999999935,4210.53875556652
4121.062992,314253.5,1185130.183,8425.19685,Crosslink Only,76.25544686,287.5787596,0.265163696,3.771255319,1.0,Outer Well,Sibling Well,19.0,23.42857505,4563.918999999994,900.2746999999508,3980.374546782011
4041.338583,193954.7857,1206179.187,8911.417323,Slickwater Crosslink Hybrid,47.99270879,298.4603151,0.160800972,6.218867877999999,1.0,Standalone Well,Standalone Well,28.0,68.90477257,4662.814000000013,320.52130000002217,3861.040844061049
4170.275591,96000.0,1195896.042,8472.440945,Slickwater Crosslink Hybrid,23.02006136,286.76666960000006,0.080274536,12.45725044,1.0,Outer Well,Sibling Well,27.0,106.2976355,4577.7360000000335,880.9000999999698,4146.380927228685
4116.141732,194766.7143,1213681.188,8439.96063,Slickwater Crosslink Hybrid,47.31778616,294.8589399,0.16047601,6.231461019,1.0,Outer Well,Sibling Well,16.0,156.6666909,4596.461999999941,726.6955000000307,4009.6303620181093
3675.19685,101826.9286,491095.4331,7821.850394,Crosslink Only,27.70652368,133.6242528,0.2073465189999999,4.822844409,1.0,Standalone Well,Standalone Well,51.0,87.72620405,4315.690999999875,620.1497000000672,3479.8853388564658
3217.519685,95428.57143,429581.64386,8592.519685,Crosslink Only,29.6590482,109.26306557699999,0.2375484105,4.291437879,1.0,Standalone Well,Standalone Well,48.0,249.6428958,1164.407000000123,4499.31660000002,3810.181101792333
3543.307087,49608.07143,242616.0018,6556.102362,Linear Only,14.00050016,68.47162718,0.204471556,4.890655791,1.0,Standalone Well,Standalone Well,3.0,144.4944668,4584.535999999847,737.33050000004,3833.00829576332
4269.685039,193271.7143,636850.8128,7733.267717000001,Undefined,45.26603543,149.15639140000002,0.303480361,3.295106142,1.0,Outer Well,Sibling Well,18.0,118.6309707,4604.946999999927,678.6999000000069,4234.707353424647
4513.779528,310908.4286,1352886.709,8862.204724,Slickwater Crosslink Hybrid,68.87984375,299.7237019,0.2298111339999999,4.351399271,1.0,Standalone Well,Standalone Well,39.0,143.0551809,4692.58600000001,64.7275999999838,4375.070595592256
4170.275591,279650.4286,1242989.478,8416.338583,Slickwater Crosslink Hybrid,67.05802111,298.0593131,0.224982137,4.444797329,1.0,Inner Well,Infill Child Well,39.0,119.90359,4514.35400000005,608.5470000000205,4172.1736583421125
4346.456693,159142.8571,1035967.017,8839.566929,Slickwater Crosslink Hybrid,36.61438923,238.3474841,0.153617687,6.509667076,1.0,Outer Well,Infill Child Well,28.0,101.8817618,4462.712000000058,1242.7447000000393,4267.626575568703
3981.299213,191731.4286,606995.5939,8126.968504,Crosslink Only,48.15800529999999,152.4616869,0.315869556,3.1658638260000003,1.0,Inner Well,Infill Child Well,19.0,97.14564996,852.1620000000112,5238.126799999969,3937.557421810046
4017.716535,378135.9286,1685671.761,8570.866142,Slickwater Only,94.1171248,419.5596543,0.224323583,4.457846064,1.0,Standalone Well,Standalone Well,45.0,153.6837539,4475.2639999999665,1386.4145000000717,3990.3223138624453
2539.370079,64300.0,260571.6475,7666.338583,Crosslink Only,25.32124031,102.6127108,0.246765144,4.052436197,1.0,Standalone Well,Standalone Well,10.0,95.88096722,3997.872999999905,187.90740000002552,3047.470304380499
4309.055118,120863.1429,488595.5042,8034.448819,Crosslink Only,28.04864165,113.3880841,0.2473685119999999,4.042551705,1.0,Standalone Well,Standalone Well,37.0,51.11905553,4635.633000000147,356.4841000000015,4156.599575779969
3950.787402,135640.4286,514997.913,8058.070866,Crosslink Only,34.33250509,130.35323359999998,0.26338054,3.796787716,1.0,Standalone Well,Standalone Well,48.0,62.47620015,4580.897999999812,708.46940000006,3757.814269660934
4288.385827,119142.8571,442879.3543,8703.740157,Slickwater Crosslink Hybrid,27.7826814,103.2741391,0.269018765,3.717212805,1.0,Inner Well,Sibling Well,39.0,89.09525188,4607.2619999998715,1200.2558000000427,4135.440241762255
3793.307087,108857.1429,406656.5867,8699.80315,Slickwater Crosslink Hybrid,28.69716065,107.2037084,0.2676881339999999,3.735690429,1.0,Outer Well,Sibling Well,37.0,180.2738374,4766.791999999667,115.63850000000093,4091.1059571676105
3867.125984,123285.7143,526178.5814,8255.905512000001,Slickwater Crosslink Hybrid,31.88044941,136.0645046,0.234303939,4.267960684,1.0,Inner Well,Infill Child Well,37.0,110.5714457,519.0890000001527,4593.081499999971,3848.33841637554
3754.92126,125571.4286,556992.5862,8223.425197,Crosslink Only,33.44182737,148.3366887,0.225445422,4.435663371,1.0,Outer Well,Sibling Well,28.0,140.22581540000002,298.53599999984726,4515.798700000043,3948.9781152544583
3984.251969,316285.7143,1155607.107,8278.543307,Slickwater Crosslink Hybrid,79.38396386,290.0436811,0.273696581,3.653681008,1.0,Outer Well,Sibling Well,33.0,175.5313764,658.2909999999683,4610.316099999938,3989.50026313289
4764.763779999999,349142.8571,3237184.358,9290.354331,Slickwater Crosslink Hybrid,73.27600555,679.4008072,0.107853869,9.271804626,1.0,Standalone Well,Standalone Well,73.0,160.392882,746.5989999999292,4997.259200000088,4531.355388084776
4368.110236,763142.8571,3507790.043,9794.291339,Slickwater Only,174.7077834,803.0452194000001,0.217556595,4.59650511,1.0,Standalone Well,Standalone Well,37.0,236.9409097,4743.500999999931,523.3736000000499,4281.655335630921
9287.401575,242285.7143,1965136.804,9002.952756,Slickwater Crosslink Hybrid,26.08756737,211.5916695,0.123292034,8.110824074,2.0,Standalone Well,Standalone Well,45.0,336.3254489,1179.2250000000931,13906.025400000042,12716.171828203249
3583.6614170000003,7142.857143000001,517328.0801,6635.826771999999,Crosslink Only,1.99317299,144.35740990000002,0.0138072089999999,5.586173110491428,1.0,Unknown,Unknown,42.0,170.15478819999998,206.30899999989197,2926.977499999921,4299.508460131928
4226.377953,121571.4286,511562.0792,6634.84252,Crosslink Only,28.76492115,121.04030559999998,0.23764746,4.207913695,1.0,Standalone Well,Standalone Well,59.0,164.7500255,1893.4259999999776,4414.907699999982,4246.045335587139
4341.535433,287142.8571,1341389.398,9104.330709,Slickwater Crosslink Hybrid,66.13854973,308.96659,0.214063759,4.671505366,1.0,Standalone Well,Standalone Well,39.0,230.5214642,4849.994999999879,652.8078999998979,4129.821463983098
6270.669290999999,578714.2857,3864868.027,9428.149606,Slickwater Crosslink Hybrid,92.28907774,616.3405925,0.14973714,6.678369831,1.5,Standalone Well,Standalone Well,12.0,163.7143111,6409.896999999997,189.68540000007488,6015.693404815791
3712.598425,146000.0,453662.9274,7718.503937,Slickwater Crosslink Hybrid,39.32555673,122.1955287,0.321824842,3.107280324,1.0,Outer Well,Sibling Well,20.0,155.3690717,781.6729999999516,4572.846099999966,4067.534168276748
4273.622047,179000.0,575831.7320000001,7873.031496,Slickwater Only,41.88484569,134.7409119,0.310854699,3.21693705,1.0,Outer Well,Infill Child Well,49.0,259.7738497,689.0270000000019,5074.31799999997,4277.610309606098
3712.598425,159142.8571,1276498.269,7762.795276000001,Slickwater Crosslink Hybrid,42.86562642,343.828802,0.124671424,8.021084275,1.0,Inner Well,Infill Child Well,29.0,151.60716630000002,628.4500000001863,4575.959700000007,3860.377022170323
3849.409449,132714.2857,2173653.9080000003,8088.582676999999,Undefined,34.47653139,564.6720456,0.061055849,16.3784471,1.0,Standalone Well,Standalone Well,46.0,52.58334147,4583.871999999741,637.3120000000345,3834.5500568520647
3486.220472,194285.7143,3808572.018,10278.54331,Slickwater Crosslink Hybrid,55.729612,1092.464475,0.051012745,5.586173110491428,1.0,Standalone Well,Standalone Well,23.0,259.7500402,4576.242999999784,664.5402000000468,3724.982365563683
3882.874016,87000.0,403597.9196,8758.858268,Slickwater Crosslink Hybrid,22.40608365,103.9430891,0.215561071,4.639056547,1.0,Outer Well,Sibling Well,15.0,236.3996398,684.4139999998733,4552.241500000004,3772.569226282363
3736.220472,108285.7143,496468.0292,7841.535433,Crosslink Only,28.98268854,132.8797465,0.21811216,4.584797104,1.0,Standalone Well,Standalone Well,47.0,26.00000402,265.69900000002235,4695.733799999929,3892.4771697537326
4387.795276,168188.3571,638949.2179,9005.905512000001,Undefined,38.33094905,145.61965130000002,0.263226486,3.799009805,1.0,Outer Well,Infill Child Well,24.0,66.49008966,4438.226000000024,1477.529600000009,4525.329997994876
4063.976378,166857.1429,624335.6681,9012.795276,Slickwater Crosslink Hybrid,41.05760648,153.6267955,0.267255503,3.741737737,1.0,Standalone Well,Standalone Well,16.0,51.88096041,4489.179000000004,1251.781600000104,3853.559672453996
4372.047243999999,93485.71429,910223.248,8970.472441,Slickwater Linear Hybrid,21.38259471,208.1915398,0.102706357,9.736495624,1.0,Outer Well,Infill Child Well,23.0,145.8214511,4563.799999999814,658.6888000000035,4135.0814206789855
4065.944882,163980.5714,621223.12,8940.944882,Slickwater Crosslink Hybrid,40.33024947,152.7869014,0.263964051,3.788394653,1.0,Standalone Well,Standalone Well,6.0,97.70239607,4574.190999999875,663.1218000000808,3988.8361729267613
3978.346457,315857.1429,1131368.056,8271.653543,Slickwater Crosslink Hybrid,79.39407648,284.3814807,0.279181599,3.581897961,1.0,Outer Well,Sibling Well,35.0,163.2297872,564.5979999999981,4623.537300000084,4116.836558286619
4133.858268,305571.4286,1332721.206,8114.173228000001,Slickwater Only,73.91918367,322.39160610000005,0.229283835,4.361406472,1.0,Standalone Well,Standalone Well,13.0,194.7024111,4737.402000000002,718.3668000000762,4125.601152729771
4021.653543,151714.2857,523295.581,7734.251969,Slickwater Crosslink Hybrid,37.72435494,130.1195081,0.289920823,3.449217577,1.0,Standalone Well,Standalone Well,6.0,268.9048035,4649.69299999997,508.3950000000186,3991.975131611596
3735.23622,136285.7143,508716.7216,8769.685039,Crosslink Only,36.48650479999999,136.1939892,0.267900992,3.732722276,1.0,Standalone Well,Standalone Well,44.0,27.76190906,4329.962000000058,666.7302999999374,3540.4944406056156
2755.9055120000003,47547.85714,198214.0307,6555.11811,Crosslink Only,17.25307959,71.92337685,0.23988139,4.168726891,1.0,Outer Well,Infill Child Well,21.0,240.3159386,4008.496000000043,370.5484999999171,3155.408173292129
3249.0157480000003,90571.42857,815782.8405,5935.03937,Crosslink Only,27.8765742,251.0861454,0.111023944,9.007066063,1.0,Standalone Well,Standalone Well,67.0,36.7070635,4332.812000000151,286.7158000000054,3370.5409548585008
4057.086614,192714.2857,726872.6125,7072.834645999999,Crosslink Only,47.50065849,179.1612262,0.265128005,3.771763,1.0,Outer Well,Infill Child Well,89.0,148.86907069999998,746.4569999999367,4645.937799999956,3934.6297517745193
